10 000;18 989;0;3 598
0;0;0;0
0;26 505;0;6 998
0;0;0;0
0;0;0;0
0;24 920;3 000;5 501
0;0;0;0
0;22 996;7 000;3 999
11 001;18 993;0;4 000
11 957;23 001;0;0
6 000;19 500;0;6 998
0;0;0;0
0;0;0;0
10 769;18 998;0;5 000
7 900;18 798;3 000;4 000
0;30 584;0;2 998
0;0;0;0
4 063;25 988;0;4 000
5 198;26 001;0;3 003
0;0;0;0
0;0;0;0
0;29 996;0;3 599
0;0;0;0
0;33 594;0;0
0;27 001;0;5 000
0;0;0;0
0;22 004;7 000;5 002
0;0;0;0
30 002;27 990;6 000;5 498
0;28 600;0;4 998
5 001;25 996;0;2 999
0;0;0;0
0;28 618;0;4 000
0;0;0;0
5 000;22 001;0;3 999
0;0;0;0
4 001;26 988;0;3 000
15 002;16 992;0;2 999
0;28 294;0;4 999
0;0;0;0
0;0;0;0
7 001;20 292;0;3 999
12 001;16 991;0;4 000
0;33 597;0;0
0;26 997;3 000;3 951
0;0;0;0
0;0;0;0
0;26 592;0;7 004
0;0;0;0
0;29 597;0;2 999
8 900;19 000;3 000;3 999
6 665;19 999;3 000;4 000
12 001;15 997;4 000;3 000
0;0;0;0
0;0;0;0
0;0;0;0
4 001;24 988;0;5 000
0;0;0;0
12 001;18 998;0;2 999
0;0;0;0
0;20 673;0;0
0;0;0;0
0;0;0;0
3 999;20 998;0;9 000
0;0;0;0
0;29 099;0;3 999
14 000;17 699;0;2 999
0;0;0;0
0;0;0;0
0;0;0;0
0;24 563;0;8 999
12 000;15 999;4 000;3 001
0;29 995;0;3 630
0;0;0;0
0;25 005;0;8 574
0;0;0;0
5 182;24 996;0;4 000
9 002;19 998;0;3 599
0;0;0;0
15 002;16 997;3 000;0
0;29 996;0;3 630
0;0;0;0
0;0;0;0
0;22 998;3 000;6 999
15 002;16 995;0;2 996
7 000;22 987;0;3 998
4 501;25 989;0;3 501
0;0;0;0
0;0;0;0
0;29 625;0;4 007
4 001;25 696;0;2 996
12 000;16 489;0;2 996
0;0;0;0
0;20 995;9 000;4 496
5 001;28 985;0;0
0;0;0;0
0;0;0;0
0;25 999;0;6 597
14 000;16 002;0;5 000
0;0;0;0
0;28 589;0;5 000
10 002;19 495;0;4 001
0;0;0;0
0;0;0;0
0;29 987;0;3 596
7 001;20 990;0;5 997
0;23 991;7 000;3 002
0;25 997;3 000;4 938
0;0;0;0
7 001;26 994;0;0
0;0;0;0
9 000;18 994;0;5 992
10 700;19 993;0;3 994
4 000;24 987;0;4 996
0;25 981;0;4 995
0;0;0;0
4 000;27 389;0;0
0;0;0;0
0;0;0;0
0;33 601;0;0
3 401;18 991;0;11 500
10 400;20 996;0;2 996
12 003;18 499;0;4 401
0;0;0;0
9 000;18 896;3 001;3 995
0;0;0;0
0;27 587;0;3 993
4 002;26 998;3 000;0
0;24 586;0;5 989
9 003;20 000;0;4 800
0;0;0;0
0;0;0;0
12 002;17 003;0;4 598
9 002;20 997;5 000;0
4 501;21 992;0;5 500
0;25 930;3 000;5 001
0;0;0;0
0;0;0;0
5 005;24 993;0;3 805
5 001;25 988;0;3 000
0;0;0;0
0;30 587;0;3 002
0;29 987;0;3 595
0;0;0;0
5 185;25 001;0;4 001
0;0;0;0
9 000;20 993;0;3 996
14 001;18 000;3 000;0
3 001;23 902;0;6 999
0;23 590;5 000;3 802
0;0;0;0
3 008;26 002;0;4 006
0;0;0;0
0;0;0;0
0;33 581;0;0
6 000;20 992;0;6 992
12 001;21 990;0;0
5 529;19 099;3 000;5 001
6 070;23 013;0;3 998
0;0;0;0
7 002;20 297;5 999;0
3 000;23 903;0;6 996
0;0;0;0
4 050;24 487;0;5 004
0;0;0;0
4 001;26 999;0;2 996
0;0;0;0
0;0;0;0
5 157;22 990;0;5 998
0;0;0;0
6 317;25 001;0;3 000
0;27 531;0;4 295
0;0;0;0
0;0;0;0
0;25 991;3 001;4 605
4 001;30 004;0;0
9 000;20 994;0;4 581
4 001;23 694;0;6 003
0;0;0;0
6 501;24 792;0;3 006
0;0;0;0
0;0;0;0
9 000;20 995;0;4 581
16 999;9 000;7 000;0
11 888;17 002;0;4 998
0;0;0;0
5 170;23 998;0;4 045
0;0;0;0
0;27 500;4 000;0
9 001;17 493;0;6 495
0;0;0;0
0;31 597;0;0
6 002;21 000;0;6 998
0;0;0;0
0;0;0;0
13 001;17 800;0;3 996
9 001;21 992;0;3 006
0;0;0;0
7 003;18 994;2 999;4 003
0;33 613;0;0
0;0;0;0
0;0;0;0
0;20 998;5 999;6 997
9 001;20 499;0;4 305
0;29 498;0;3 595
0;0;0;0
3 001;25 503;0;3 899
0;0;0;0
9 001;18 990;0;3 997
0;0;0;0
7 998;21 002;0;4 600
5 001;24 991;0;3 997
6 603;20 999;3 000;3 794
0;0;0;0
7 003;20 002;4 000;3 008
0;0;0;0
4 999;25 000;0;3 999
0;0;0;0
7 003;21 999;0;2 995
0;0;0;0
0;26 985;0;6 498
9 002;16 001;3 900;5 994
0;0;0;0
0;0;0;0
4 000;29 997;0;0
9 000;19 991;0;5 496
10 999;19 000;0;4 002
0;0;0;0
0;0;0;0
9 000;16 899;3 002;6 007
0;0;0;0
0;28 001;0;5 607
8 999;19 997;0;5 001
0;27 002;7 000;0
0;0;0;0
5 001;25 001;0;4 162
0;0;0;0
0;0;0;0
3 999;29 981;0;0
9 000;18 991;0;6 556
0;28 083;0;5 495
0;0;0;0
0;0;0;0
5 004;25 000;0;4 157
4 000;26 999;0;3 000
0;0;0;0
7 000;20 990;0;5 994
8 999;17 999;3 001;4 902
6 601;24 687;0;2 995
0;0;0;0
7 002;23 000;3 836;0
0;0;0;0
6 999;20 991;0;5 994
7 000;21 000;3 000;3 702
3 000;25 989;0;4 932
0;0;0;0
0;0;0;0
3 999;30 000;0;0
0;0;0;0
7 001;22 997;0;2 998
6 000;20 000;3 000;4 500
12 000;15 986;0;6 873
0;0;0;0
0;25 006;3 000;5 920
0;0;0;0
9 000;18 998;0;5 999
0;17 670;0;0
12 003;19 003;4 437;0
3 002;24 929;0;5 996
0;0;0;0
0;0;0;0
6 003;24 993;0;3 274
3 000;29 001;0;0
0;0;0;0
6 650;20 001;3 000;5 008
0;0;0;0
4 002;26 998;0;2 999
0;0;0;0
0;0;0;0
6 002;24 002;0;4 266
5 002;24 999;4 700;0
5 000;21 991;0;7 002
0;0;0;6 201
4 001;25 002;0;5 001
6 703;25 003;3 000;0
0;0;0;0
12 002;22 002;0;0
12 000;14 999;3 001;5 200
9 001;20 000;0;5 500
0;0;0;0
7 000;18 600;3 000;6 001
0;0;0;0
0;0;0;0
0;28 596;0;4 996
7 003;26 990;0;0
6 357;27 997;0;0
8 863;15 994;3 000;7 002
7 002;24 000;0;3 000
0;0;0;0
0;26 903;2 997;4 001
0;0;0;0
4 002;27 006;0;3 000
9 667;20 993;0;3 996
6 005;27 991;0;0
5 503;20 995;3 000;4 994
0;0;0;0
5 001;25 001;0;3 603
0;0;0;0
0;29 998;0;3 601
0;33 587;0;0
8 701;16 497;3 000;6 600
0;0;0;0
0;33 593;0;0
0;0;0;0
4 999;21 497;0;7 001
6 702;24 591;3 001;0
9 000;17 999;0;5 499
12 002;13 996;4 000;4 995
7 003;20 995;3 000;3 279
9 003;20 998;0;2 996
0;0;0;0
0;0;0;0
7 002;26 501;0;0
0;29 994;0;3 595
0;0;0;0
0;23 890;3 000;7 005
0;0;0;0
4 003;24 400;0;5 008
0;0;0;0
0;33 601;0;0
0;0;0;0
0;26 487;0;7 001
9 006;20 995;5 000;0
0;0;0;0
0;30 400;0;2 996
5 001;24 998;0;3 995
0;0;0;0
13 000;18 001;0;3 199
6 599;21 999;0;5 501
0;0;0;0
0;27 799;3 000;2 994
0;0;0;0
3 901;25 998;0;3 995
5 802;28 299;0;0
0;0;0;0
5 401;20 998;3 000;4 902
3 601;27 198;0;2 995
0;0;0;0
7 005;20 996;0;6 194
8 500;25 006;0;0
0;0;0;0
4 703;24 992;0;3 007
9 001;38 699;7 300;11 996
0;0;0;0
6 501;21 001;3 000;3 995
0;0;0;0
13 602;16 100;0;4 206
3 503;30 401;0;0
5 501;21 001;3 000;4 800
5 001;29 020;0;0
0;0;0;0
3 503;23 298;0;7 003
0;0;0;0
9 001;16 500;4 000;3 699
9 000;24 385;0;0
10 000;11 002;8 999;4 999
0;0;0;0
3 503;23 986;0;4 094
0;0;0;0
3 000;25 998;0;3 199
0;0;0;0
11 506;17 998;0;4 998
4 002;22 997;7 000;0
3 603;19 997;6 400;4 299
0;30 401;0;3 001
0;0;0;0
0;0;0;0
7 800;20 993;0;3 997
7 002;26 983;0;0
5 300;22 690;0;5 496
0;29 984;0;3 096
0;0;0;0
3 000;26 000;0;4 702
0;0;0;0
7 000;22 989;0;4 196
0;0;0;0
6 099;27 999;0;0
9 000;20 390;0;4 996
5 001;28 485;0;0
3 803;20 987;0;6 898
0;0;0;0
7 003;20 995;3 600;2 994
0;0;0;0
0;33 495;0;0
0;29 996;0;3 399
0;0;0;0
7 200;20 996;0;6 000
0;0;0;0
6 501;20 999;3 001;3 998
6 602;20 997;4 001;2 999
6 105;27 998;0;0
0;0;0;0
6 600;22 498;0;4 999
5 003;24 999;0;3 999
0;0;0;0
0;29 996;0;3 399
9 000;20 997;0;4 199
0;0;0;0
0;33 496;0;0
0;29 396;0;2 998
0;0;0;0
0;0;0;0
7 003;22 198;0;4 999
0;33 496;0;0
0;0;0;0
0;27 995;0;5 399
9 000;19 997;0;5 400
9 001;20 999;0;4 398
19 800;5 999;10 801;0
0;0;0;0
0;0;0;0
0;0;0;0
6 999;21 195;0;6 000
0;0;0;0
12 006;17 498;0;4 999
0;0;0;0
0;0;0;0
6 700;23 988;0;3 495
0;0;0;0
6 500;26 990;0;0
0;0;0;0
0;0;0;0
7 002;20 991;0;6 001
6 001;24 003;0;4 002
0;0;0;0
5 003;25 991;0;3 000
0;0;0;0
7 001;27 187;0;0
0;26 889;0;6 496
0;0;0;0
6 600;22 987;0;4 498
0;0;0;0
9 001;22 503;3 300;0
0;33 485;0;0
0;0;0;0
0;27 996;0;5 400
0;0;0;0
0;24 997;0;8 398
16 501;18 799;0;0
0;0;0;0
6 100;22 997;0;4 998
7 000;21 997;0;4 200
0;0;0;0
7 000;20 996;3 001;3 496
0;0;0;0
6 501;21 002;3 000;4 000
0;33 475;0;0
0;0;0;0
7 000;20 993;0;6 196
7 004;27 204;0;0
0;0;0;0
0;0;0;0
0;24 381;0;8 996
0;29 981;0;3 396
0;0;0;0
0;33 478;0;0
0;0;0;0
12 800;14 992;0;6 996
0;0;0;0
5 002;25 383;4 000;0
0;27 301;0;6 101
0;0;0;0
0;30 803;3 001;0
0;0;0;0
0;0;0;0
6 001;19 004;0;9 000
24 010;31 495;4 999;9 192
0;0;0;0
10 637;20 999;0;3 000
0;28 983;0;4 475
0;0;0;0
0;0;0;0
4 001;24 900;0;5 000
0;29 004;0;3 999
0;0;0;0
0;30 403;0;3 000
0;0;0;0
6 002;20 002;3 400;4 999
0;0;0;0
7 001;19 501;3 000;4 999
7 300;26 986;0;0
0;0;0;0
7 000;20 991;0;6 196
5 999;25 099;0;2 998
0;0;0;0
11 999;16 001;3 101;4 001
6 003;20 999;3 000;4 400
7 000;23 502;0;3 201
0;0;0;0
12 006;21 989;0;0
6 004;20 994;0;6 996
3 203;26 997;0;3 396
0;0;0;0
0;0;0;0
7 001;22 986;0;4 196
0;33 483;0;0
0;0;0;0
0;21 005;4 001;8 802
0;27 983;0;4 196
0;0;0;0
3 003;26 990;3 900;0
0;0;0;0
7 000;21 196;0;6 000
0;33 479;0;0
8 800;21 987;0;3 596
0;0;0;0
0;0;0;0
0;0;0;0
0;27 985;0;4 394
0;0;0;0
6 002;25 004;3 000;0
5 999;23 988;0;4 096
0;0;0;0
7 001;19 699;3 001;4 501
0;0;0;0
6 000;23 986;0;4 096
12 841;16 001;0;6 002
6 502;20 999;3 000;4 001
0;33 479;0;0
0;0;0;0
14 302;12 001;3 501;5 498
0;0;0;0
6 002;25 100;0;2 999
7 001;20 002;3 601;3 999
3 959;30 001;0;0
2 999;26 286;0;3 996
0;0;0;0
12 001;15 999;3 001;3 999
0;0;0;0
0;25 000;6 002;3 100
0;33 481;0;0
0;25 987;0;7 392
0;0;0;0
7 001;21 197;0;5 899
0;0;0;0
15 008;19 997;0;0
0;0;0;0
0;0;0;0
0;0;0;0
12 002;19 998;3 102;0
0;0;0;0
0;0;0;0
0;29 982;0;3 395
0;28 985;0;4 395
9 002;17 996;3 001;4 695
0;0;0;0
9 005;20 001;0;5 401
0;0;0;0
9 006;19 997;6 100;0
0;29 987;0;3 395
0;0;0;0
8 904;20 998;0;4 495
6 003;20 998;3 000;4 395
6 106;27 998;0;0
0;0;0;0
6 002;25 000;0;3 100
0;0;0;0
7 003;21 993;0;5 203
7 003;22 192;0;4 602
12 002;19 001;4 200;0
0;0;0;0
0;29 992;0;3 393
0;0;0;0
0;28 000;0;5 400
0;0;0;0
8 902;22 484;0;2 996
0;0;0;0
9 002;22 000;3 900;0
0;0;0;0
11 702;19 995;0;2 994
9 007;20 996;0;4 395
0;0;0;0
0;29 999;0;3 400
6 003;24 993;0;3 100
0;0;0;0
6 003;27 589;0;0
0;0;0;0
0;0;0;0
0;27 690;0;5 395
0;28 005;6 101;0
0;0;0;0
0;33 488;0;0
20 004;6 800;0;8 694
0;0;0;0
10 601;21 003;0;3 000
9 003;20 789;3 000;0
9 005;20 999;0;4 394
0;0;0;0
0;28 392;0;4 994
9 004;25 390;0;0
0;0;0;0
0;30 843;3 001;0
3 892;24 999;0;4 998
8 356;19 999;0;5 900
9 002;21 001;5 001;0
0;0;0;0
5 003;25 998;0;2 999
0;0;0;0
9 005;20 498;0;4 895
0;0;0;0
7 006;27 189;0;0
0;30 806;3 002;0
0;0;0;0
6 003;24 991;0;3 104
0;0;0;0
7 001;24 001;0;3 199
0;28 997;0;4 394
0;0;0;0
0;25 004;3 002;5 702
14 004;16 901;0;4 000
0;25 493;3 900;3 002
0;0;0;0
0;15 000;0;4 398
6 003;28 100;0;0
0;0;0;0
10 602;21 002;0;2 995
11 703;22 998;0;0
0;0;0;0
0;0;0;0
0;28 605;0;4 400
10 603;20 992;0;3 004
0;17 993;0;0
11 704;19 998;0;2 995
0;0;0;0
7 000;21 005;3 001;3 499
0;0;0;0
0;27 997;6 103;0
6 003;23 997;0;4 099
7 002;23 001;0;4 194
14 006;20 997;0;0
6 003;24 098;0;3 995
0;0;0;0
0;0;0;0
5 003;19 994;0;0
0;21 488;0;0
0;26 102;0;5 700
0;0;0;0
9 004;17 995;3 501;4 295
5 003;26 001;0;3 000
0;0;0;0
7 002;23 407;0;3 831
0;0;0;0
12 003;14 500;3 601;4 999
9 504;21 003;0;3 999
0;0;0;0
10 638;21 003;0;2 999
0;0;0;0
0;19 500;0;0
6 002;24 996;0;3 095
0;0;0;0
6 501;20 999;3 002;4 000
0;18 991;0;0
7 003;19 996;3 000;4 495
0;0;0;0
8 701;19 001;3 002;4 000
3 903;20 997;0;0
0;21 003;0;3 402
7 001;23 498;0;3 199
8 901;21 998;0;3 499
0;0;0;0
0;0;0;0
6 502;20 999;4 001;2 999
5 024;25 001;0;4 001
5 000;26 001;0;2 999
0;0;0;0
0;21 501;0;0
8 732;17 995;3 000;4 995
0;0;0;0
9 002;18 774;3 002;3 902
0;19 707;0;0
0;0;0;0
3 038;25 001;0;5 499
0;32 703;0;0
0;0;0;0
16 456;11 998;0;6 998
7 505;26 998;0;0
0;0;0;0
6 002;23 993;0;4 295
0;17 003;0;0
7 003;19 993;3 000;4 695
0;0;0;0
10 502;21 002;0;3 303
0;0;0;0
4 100;26 999;0;3 002
0;26 002;3 000;3 999
0;0;0;0
6 903;22 998;0;4 497
9 001;22 104;0;3 201
0;0;0;0
0;33 682;0;0
0;0;0;0
10 200;20 001;4 001;0
0;28 998;0;4 701
0;0;0;0
5 998;20 999;0;7 000
0;0;0;0
0;19 998;0;0
0;33 702;0;0
0;0;0;0
8 703;18 200;3 000;4 999
0;29 998;0;3 700
0;0;0;0
0;0;0;0
6 001;24 000;0;4 299
11 001;20 999;3 201;0
7 003;21 397;0;6 000
0;30 701;0;2 999
0;0;0;0
7 000;20 999;3 001;3 701
0;0;0;0
12 001;17 997;0;4 899
12 003;15 998;4 001;3 299
7 002;20 998;3 001;3 700
0;24 700;0;0
0;0;0;0
9 006;19 997;0;5 599
0;0;0;0
0;17 996;0;0
10 799;19 988;0;3 994
8 702;22 893;0;2 995
